zona,area_quartos,enderecos_lista,aluguel
leste,55 m² construídos2 quartos,"Rua Demerval Da Fonseca,
                161, Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",1.100
leste,65 m² construídos3 quartos,"Rua Crubixas, Vila Araguaia, São Paulo Zona Leste, São Paulo",1.200
leste,750 m² construídos,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",15.000
leste,883 m² construídos,"Avenida São Miguel, Vila Norma, São Paulo Zona Leste, São Paulo",8.000
leste,68 m² construídos3 quartos,"Rua Isabel, Vila Esperança, São Paulo Zona Leste, São Paulo",1.400
leste,2 quartos,"Vila Moreira, São Paulo Zona Leste, São Paulo",1.800
leste,200 m² construídos,"Rua Tijuco Preto,
                744, Tatuapé, São Paulo Zona Leste, São Paulo",20.000
leste,33 m² construídos1 quarto,"Avenida Dedo De Deus, Vila Formosa, São Paulo Zona Leste, São Paulo",1.450
leste,50 m² construídos2 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.100
leste,30 m² totais,"Vila Canero, São Paulo Zona Leste, São Paulo",750
leste,39 m² construídos2 quartos,"Rua Apaúra, Vila Silvia, São Paulo Zona Leste, São Paulo",1.000
leste,40 m² construídos1 quarto,"Travessa Maria Pinto Labiapari, Vila Verde, São Paulo Zona Leste, São Paulo",750
leste,24 m² construídos,"Vila Cláudia, São Paulo Zona Leste, São Paulo",900
leste,75 m² construídos2 quartos,"Alto Da Mooca, São Paulo Zona Leste, São Paulo",1.700
leste,18 m² construídos1 quarto,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",890
leste,40 m² construídos1 quarto,"Rua Alcides Prado, Vila Euthalia, São Paulo Zona Leste, São Paulo",850
leste,250 m² construídos,"Rua Tijuco Preto, 1324, Tatuapé, São Paulo Zona Leste, São Paulo",5.500
leste,308 m² construídos,"Penha De Franca, São Paulo Zona Leste, São Paulo",5.500
leste,40 m² construídos1 quarto,"Rua Doutor Joaquim Augusto De Camargo, Parque Boturussu, São Paulo Zona Leste, São Paulo",600
leste,100 m² construídos,"Rua Cantagalo   , 74, Tatuapé, São Paulo Zona Leste, São Paulo",5.500
leste,70 m² construídos2 quartos,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.350
leste,69 m² construídos3 quartos,"Rua Pretória, Vila Formosa, São Paulo Zona Leste, São Paulo",1.310
leste,200 m² construídos3 quartos,"Jardim Anália Franco, São Paulo Zona Leste, São Paulo",8.000
leste,30 m² construídos1 quarto,"Rua Soriano De Sousa, Tatuapé, São Paulo Zona Leste, São Paulo",1.720
leste,35 m² construídos1 quarto,"Rua Antônio José Henriques, Vila Paranaguá, São Paulo Zona Leste, São Paulo",600
leste,35 m² construídos1 quarto,"Rua Coronel Marques Santiago, Vila Tolstoi, São Paulo Zona Leste, São Paulo",820
leste,60 m² construídos1 quarto,"Rua Doutor João Joaquim Gouvêia, Parque Boturussu, São Paulo Zona Leste, São Paulo",900
leste,55 m² construídos2 quartos,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",1.900
leste,41 m² construídos2 quartos,"Rua Augusto Carlos Bauman, Itaquera, São Paulo Zona Leste, São Paulo",1.050
leste,20 m² construídos1 quarto,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.290
leste,68 m² construídos3 quartos,"Rua Professor Brito Machado, Itaquera, São Paulo Zona Leste, São Paulo",1.310
leste,63 m² construídos2 quartos,"Rua Canuto Saraiva, Moóca, São Paulo Zona Leste, São Paulo",1.820
leste,85 m² construídos2 quartos,"Rua Doutor Raul Da Rocha Medeiros, Tatuapé, São Paulo Zona Leste, São Paulo",1.560
leste,80 m² construídos2 quartos,"Rua João Lopes De Lima, Jardim Sapopemba, São Paulo Zona Leste, São Paulo",980
leste,42 m² construídos1 quarto,"Rua Matias João Tavares, Vila Caxambu, São Paulo Zona Leste, São Paulo",750
leste,124 m² construídos3 quartos,"Avenida Montemagno, Vila Formosa, São Paulo Zona Leste, São Paulo",7.000
leste,48 m² construídos2 quartos,"Rua Maracanã Guaçu, Jardim São Francisco (zona Leste), São Paulo Zona Leste, São Paulo",1.000
leste,53 m² construídos2 quartos,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",1.920
leste,35 m² construídos1 quarto,"Rua Dom Aquino Correia, Parque São Jorge, São Paulo Zona Leste, São Paulo",1.000
leste,100 m² construídos2 quartos,"Travessa Maria Pinto Labiapari, Vila Verde, São Paulo Zona Leste, São Paulo",1.200
leste,73 m² construídos3 quartos,"Rua Amaro Bezerra Cavalcanti, Vila Matilde, São Paulo Zona Leste, São Paulo",2.500
leste,65 m² construídos3 quartos,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",2.486
leste,125 m² construídos3 quartos,"Rua Celso De Azevedo Marques, Parque Da Mooca, São Paulo Zona Leste, São Paulo",3.000
leste,70 m² construídos3 quartos,"Rua Teixeira De Melo, Tatuapé, São Paulo Zona Leste, São Paulo",2.500
leste,49 m² construídos1 quarto,"Rua Do Acre, Vila Bertioga, São Paulo Zona Leste, São Paulo",1.600
leste,50 m² construídos2 quartos,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",1.300
leste,22 m² construídos1 quarto,"Rua Dona Vitória Speers, Vila Formosa, São Paulo Zona Leste, São Paulo",870
leste,77 m² construídos2 quartos,"Rua Salvador Mastropietro, Vila Prudente, São Paulo Zona Leste, São Paulo",1.872
leste,100 m² construídos2 quartos,"Rua Rupiara, Vila Nova Manchester, São Paulo Zona Leste, São Paulo",1.600
leste,47 m² construídos2 quartos,"Rua Henrique Casela, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",1.500
leste,54 m² construídos1 quarto,"Rua Javari, Moóca, São Paulo Zona Leste, São Paulo",1.100
leste,68 m² construídos3 quartos,"Rua Engenheiro Guilherme Cristiano Frender, Vila Antonieta, São Paulo Zona Leste, São Paulo",1.470
leste,180 m² construídos3 quartos,"Rua Martins Carrilho, Vila Oratório, São Paulo Zona Leste, São Paulo",5.000
leste,70 m² construídos2 quartos,"Rua Flor Do Olimpo, Vila Jacuí, São Paulo Zona Leste, São Paulo",1.220
leste,165 m² construídos4 quartos,"Rua Paranatama, Itaquera, São Paulo Zona Leste, São Paulo",2.950
leste,46 m² construídos1 quarto,"Rua Costeira, Jardim Arize, São Paulo Zona Leste, São Paulo",900
leste,90 m² construídos2 quartos,"Rua Bernardo Vieira, Vila Laís, São Paulo Zona Leste, São Paulo",1.950
leste,46 m² construídos1 quarto,"Rua Tocandira, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",770
leste,30 m² construídos1 quarto,"Rua Ajara, Maranhão, São Paulo Zona Leste, São Paulo",1.100
leste,65 m² construídos2 quartos,"Rua Dos Financeiros, Vila Bancária, São Paulo Zona Leste, São Paulo",2.500
leste,40 m² construídos1 quarto,"Rua Amarais, Vila Carrão, São Paulo Zona Leste, São Paulo",1.300
leste,76 m² construídos2 quartos,"Rua Manuel Sequeira E Sá, Jardim Independencia, São Paulo Zona Leste, São Paulo",1.400
leste,126 m² construídos3 quartos,"Rua Marechal Barbacena, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1.872
leste,44 m² construídos2 quartos,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",1.500
leste,30 m² construídos1 quarto,"Rua Tabatinguera, Cidade Tiradentes, São Paulo Zona Leste, São Paulo",1.170
leste,120 m² construídos2 quartos,"Rua Cristóvão De Figueiredo, Jardim Belém, São Paulo Zona Leste, São Paulo",1.500
leste,73 m² construídos2 quartos,"Rua Francisco Coimbra, Penha De Franca, São Paulo Zona Leste, São Paulo",1.800
leste,49 m² construídos2 quartos,"Rua Engenheiro Guilherme Cristiano Frender, Vila Antonieta, São Paulo Zona Leste, São Paulo",1.100
leste,30 m² construídos1 quarto,"Rua Serra De Juréa, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",1.800
leste,30 m² construídos1 quarto,"Rua José Macedo, Vila Macedópolis, São Paulo Zona Leste, São Paulo",945
leste,32 m² construídos1 quarto,"Rua Jarinu, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",1.500
leste,84 m² construídos3 quartos,"Rua Azevedo Soares, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.200
leste,72 m² construídos2 quartos,"Rua São Diogo, Vila Araguaia, São Paulo Zona Leste, São Paulo",1.750
leste,50 m² construídos2 quartos,"Rua Ibirajuba, Vila Silvia, São Paulo Zona Leste, São Paulo",1.155
leste,52 m² construídos2 quartos,"Rua Jaime Taveira, Chácara Cruzeiro Do Sul, São Paulo Zona Leste, São Paulo",1.550
leste,160 m² construídos3 quartos,"Rua Faustino Da Costa Santos, Jardim Santa Maria, São Paulo Zona Leste, São Paulo",2.500
leste,48 m² construídos2 quartos,"Rua Imbaçal, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.260
leste,119 m² construídos2 quartos,"Rua Capitão José Leite, Vila Matilde, São Paulo Zona Leste, São Paulo",1.700
leste,54 m² construídos2 quartos,"Rua Costa Barros, Vila Alpina, São Paulo Zona Leste, São Paulo",1.260
leste,48 m² construídos2 quartos,"Rua José Bauman, Jardim Redil, São Paulo Zona Leste, São Paulo",1.610
leste,228 m² construídos4 quartos,"Praça Visconde De Sousa Fontes, Parque Da Mooca, São Paulo Zona Leste, São Paulo",6.200
leste,200 m² construídos3 quartos,"Avenida Antônio Manograsso, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",2.430
leste,146 m² construídos3 quartos,"Rua Olímpio Portugal, Moóca, São Paulo Zona Leste, São Paulo",6.000
leste,270 m² construídos4 quartos,"Rua Anália Franco, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",4.190
leste,40 m² construídos3 quartos,"Rua Cândido Vale, Tatuapé, São Paulo Zona Leste, São Paulo",2.620
leste,150 m² construídos3 quartos,"Rua Natal Meira De Barros, Jardim Aricanduva, São Paulo Zona Leste, São Paulo",2.420
leste,212 m² construídos3 quartos,"Rua Coronel Donato, Vila Matilde, São Paulo Zona Leste, São Paulo",6.000
leste,62 m² construídos2 quartos,"Rua Pantojo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",5.000
leste,400 m² construídos3 quartos,"Rua Doutor Renato Maia, Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",2.900
leste,53 m² construídos2 quartos,"Avenida Regente Feijó, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1.768
leste,37 m² construídos1 quarto,"Rua Iguatu, Jardim Nordeste, São Paulo Zona Leste, São Paulo",850
leste,88 m² construídos3 quartos,"Rua André Vidal, Tatuapé, São Paulo Zona Leste, São Paulo",2.900
leste,80 m² construídos3 quartos,"Rua Almeida Brandão, Vila Guilhermina, São Paulo Zona Leste, São Paulo",1.300
leste,83 m² construídos3 quartos,"Rua Taquarytinga, Alto Da Mooca, São Paulo Zona Leste, São Paulo",4.850
leste,106 m² construídos3 quartos,"Rua Padre Antônio De Sá, Tatuapé, São Paulo Zona Leste, São Paulo",2.600
leste,72 m² construídos3 quartos,"Rua Fidelis Papini, Vila Prudente, São Paulo Zona Leste, São Paulo",1.976
leste,286 m² construídos3 quartos,"Rua Vênus, Vila Formosa, São Paulo Zona Leste, São Paulo",2.500
leste,67 m² construídos3 quartos,"Rua Waldomiro Fonseca, Vila Regina ( Zona Leste), São Paulo Zona Leste, São Paulo",1.500
leste,160 m² construídos3 quartos,"Rua Faustino Da Costa Santos, Jardim Santa Maria, São Paulo Zona Leste, São Paulo",2.600
leste,180 m² construídos4 quartos,"Rua Arinaia, Belenzinho, São Paulo Zona Leste, São Paulo",7.999
leste,65 m² construídos3 quartos,"Rua Honório Maia, Maranhão, São Paulo Zona Leste, São Paulo",1.700
leste,200 m² construídos3 quartos,"Rua Guajabaras, Vila Verde, São Paulo Zona Leste, São Paulo",2.080
leste,247 m² construídos3 quartos,"Rua Redenção, Chácara Tatuapé, São Paulo Zona Leste, São Paulo",2.410
leste,70 m² construídos3 quartos,"Rua Tijuco Preto, Tatuapé, São Paulo Zona Leste, São Paulo",3.500
leste,120 m² construídos2 quartos,"Rua Liverpool, Vila Londrina, São Paulo Zona Leste, São Paulo",1.872
leste,50 m² construídos2 quartos,"Rua Cajazeiras, Jardim Casa Pintada, São Paulo Zona Leste, São Paulo",1.100
leste,70 m² construídos1 quarto,"Rua Paratiba, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000
leste,65 m² construídos2 quartos,"Rua Olho Dágua Do Borges, Vila Silvia, São Paulo Zona Leste, São Paulo",1.417
leste,103 m² construídos2 quartos,"Avenida Hermilo Alves, Vila Ré, São Paulo Zona Leste, São Paulo",1.560
leste,55 m² construídos2 quartos,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",1.560
leste,45 m² construídos1 quarto,"Rua Amélia De Freitas Beviláqua, Vila Ré, São Paulo Zona Leste, São Paulo",700
leste,60 m² construídos1 quarto,"Rua Diogo Jacome, Limoeiro, São Paulo Zona Leste, São Paulo",4.265
leste,65 m² construídos1 quarto,"Rua Olímpio Portugal, Moóca, São Paulo Zona Leste, São Paulo",1.600
leste,60 m² construídos2 quartos,"Rua Engenheiro Guilherme Cristiano Frender, Vila Antonieta, São Paulo Zona Leste, São Paulo",1.260
leste,70 m² construídos1 quarto,"Rua Vinte E Nove De Outubro, Vila Matilde, São Paulo Zona Leste, São Paulo",1.470
leste,220 m² construídos2 quartos,"Rua Das Nemésias, Jardim Casa Pintada, São Paulo Zona Leste, São Paulo",2.400
leste,54 m² construídos2 quartos,"Rua Ferreira De Oliveira, Alto Do Pari, São Paulo Zona Leste, São Paulo",2.600
leste,107 m² construídos2 quartos,"Rua Dias Leme, Moóca, São Paulo Zona Leste, São Paulo",3.600
leste,80 m² construídos2 quartos,"Rua Emílio Mallet, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3.000
leste,50 m² construídos2 quartos,"Rua Iguaré, Tatuapé, São Paulo Zona Leste, São Paulo",1.200
leste,52 m² construídos2 quartos,"Rua Lino Petenoni, Vila Paranaguá, São Paulo Zona Leste, São Paulo",1.845
leste,117 m² construídos3 quartos,"Rua Marechal Barbacena, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2.754
leste,35 m² construídos1 quarto,"Avenida Doutor Francisco Mesquita, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1.100
leste,64 m² construídos2 quartos,"Rua Atucuri, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",2.000
leste,35 m² construídos1 quarto,"Avenida Ibiúna, Vila Aricanduva, São Paulo Zona Leste, São Paulo",1.260
leste,56 m² construídos2 quartos,"Rua Pantojo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1.900
leste,66 m² construídos2 quartos,"Rua São Jorge, Parque São Jorge, São Paulo Zona Leste, São Paulo",3.060
leste,37 m² construídos1 quarto,"Avenida Ibiúna, Vila Aricanduva, São Paulo Zona Leste, São Paulo",1.560
leste,54 m² construídos2 quartos,"Avenida Olga Fadel Abarca, Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",1.560
leste,54 m² construídos2 quartos,"Rua Serra De Botucatu, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.600
leste,35 m² construídos2 quartos,"Avenida Ibiúna, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.872
leste,70 m² construídos2 quartos,"Rua Toledo Barbosa, Belenzinho, São Paulo Zona Leste, São Paulo",3.000
leste,50 m² construídos2 quartos,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",2.000
leste,100 m² construídos2 quartos,"Rua Tijuco Preto, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3.000
leste,224 m² construídos3 quartos,"Rua Azevedo Soares, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",15.000
leste,65 m² construídos2 quartos,"Rua: Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",3.300
leste,55 m² construídos2 quartos,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",3.264
leste,50 m² construídos2 quartos,"Rua João Viêira Prioste, Vila Carrão, São Paulo Zona Leste, São Paulo",3.000
leste,62 m² construídos3 quartos,"Rua Ferreira De Oliveira, Alto Do Pari, São Paulo Zona Leste, São Paulo",2.020
leste,200 m² construídos3 quartos,"Rua Ernesto Dos Santos, Jardim Independencia, São Paulo Zona Leste, São Paulo",4.000
leste,180 m² construídos4 quartos,"Rua Antônio Muniz Fagundes, Vila Virginia, São Paulo Zona Leste, São Paulo",2.850
leste,57 m² construídos2 quartos,"Rua Pedro Bellegarde, Chácara Califórnia, São Paulo Zona Leste, São Paulo",2.000
leste,50 m² construídos2 quartos,"Rua Fábio José Bezerra, Parque Boturussu, São Paulo Zona Leste, São Paulo",2.520
leste,62 m² construídos2 quartos,"Avenida Condessa Elizabeth De Robiano, Tatuapé, São Paulo Zona Leste, São Paulo",2.100
leste,49 m² construídos2 quartos,"Rua Henrique Sertório, Alto Da Mooca, São Paulo Zona Leste, São Paulo",2.387
leste,35 m² construídos1 quarto,"Avenida Doutor Francisco Mesquita, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1.100
leste,120 m² construídos3 quartos,"Rua Cristianópolis, Alto Da Mooca, São Paulo Zona Leste, São Paulo",2.700
leste,180 m² construídos3 quartos,"Rua Madrid, Parque Sevilha, São Paulo Zona Leste, São Paulo",5.000
leste,100 m² construídos1 quarto,"Rua Cristóvão De Vasconcelos, Jardim Adutora, São Paulo Zona Leste, São Paulo",1.520
leste,73 m² construídos2 quartos,"Rua Cachoeri, Vila Oratório, São Paulo Zona Leste, São Paulo",1.500
leste,90 m² construídos3 quartos,"Rua Francisco Pizarro, Parque Boturussu, São Paulo Zona Leste, São Paulo",2.520
leste,76 m² construídos2 quartos,"Rua Doutor Vicente Giacaglini, Vila Bela, São Paulo Zona Leste, São Paulo",2.430
leste,52 m² construídos2 quartos,"Rua Guarapuava, Moóca, São Paulo Zona Leste, São Paulo",2.288
leste,107 m² construídos3 quartos,"Rua Nhengaibas, Vila Graciosa, São Paulo Zona Leste, São Paulo",3.960
leste,70 m² construídos3 quartos,"Rua Santa Lúcia, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",3.700
leste,315 m² construídos3 quartos,"Rua Fábio José Bezerra, Parque Boturussu, São Paulo Zona Leste, São Paulo",3.500
leste,250 m² construídos4 quartos,"Rua Raimundo Machado, Jardim Cotinha, São Paulo Zona Leste, São Paulo",2.600
leste,57 m² construídos2 quartos,"Rua Paratiba, Jardim Nordeste, São Paulo Zona Leste, São Paulo",2.520
leste,44 m² construídos2 quartos,"Rua Lagoa De Dentro, Vila Silvia, São Paulo Zona Leste, São Paulo",1.340
leste,100 m² construídos1 quarto,"Rua Paulo Lopes De Leão, Itaquera, São Paulo Zona Leste, São Paulo",1.100
leste,100 m² construídos2 quartos,"Rua Moisés Justino, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.260
leste,33 m² construídos1 quarto,"Rua Andrade Reis, Moóca, São Paulo Zona Leste, São Paulo",1.800
leste,35 m² construídos1 quarto,"Rua Cônego Antônio Lessa, Parque Da Mooca, São Paulo Zona Leste, São Paulo",1.600
leste,49 m² construídos2 quartos,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",1.100
leste,40 m² construídos1 quarto,"Rua Entá, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1.600
leste,381 m² construídos4 quartos,"Rua Evaristo Vaz De Arruda, 5, Tatuapé, São Paulo Zona Leste, São Paulo",5.500
leste,33 m² construídos1 quarto,"Rua Guarapuava, Moóca, São Paulo Zona Leste, São Paulo",2.150
leste,50 m² construídos2 quartos,"Rua Jaboticabal, Vila Bertioga, São Paulo Zona Leste, São Paulo",1.610
leste,100 m² construídos2 quartos,"Rua Granada, Parque Sevilha, São Paulo Zona Leste, São Paulo",2.600
leste,68 m² construídos2 quartos,"Rua Nova Trento, Vila Formosa, São Paulo Zona Leste, São Paulo",2.350
leste,48 m² construídos2 quartos,"Rua Dianópolis, Parque Da Mooca, São Paulo Zona Leste, São Paulo",1.350
leste,30 m² construídos1 quarto,"Rua Marcos Arruda, Catumbi, São Paulo Zona Leste, São Paulo",1.250
leste,32 m² construídos1 quarto,"Rua Jarinu, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",1.500
leste,25 m² construídos1 quarto,"Rua Marcelo Muller, Jardim Independencia, São Paulo Zona Leste, São Paulo",969
leste,50 m² construídos1 quarto,"Rua Bacabás, Parque São Lucas, São Paulo Zona Leste, São Paulo",800
leste,45 m² construídos,"Avenida Conselheiro Carrão,
                1038, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.050
leste,264 m² construídos,"Quarta Parada, São Paulo Zona Leste, São Paulo",5.500
leste,196 m² construídos,"Vila Ré, São Paulo Zona Leste, São Paulo",6.000
leste,240 m² construídos,"Rua Padre Raposo, 167, Moóca, São Paulo Zona Leste, São Paulo",5.500
leste,40 m² construídos1 quarto,"Rua Gregório Souza, Vila Nova Savoia, São Paulo Zona Leste, São Paulo",560
leste,50 m² construídos1 quarto,"Rua Gregório Souza, Vila Nova Savoia, São Paulo Zona Leste, São Paulo",660
leste,77 m² construídos3 quartos,"Alto Da Mooca, São Paulo Zona Leste, São Paulo",2.750
leste,325 m² construídos,"Jardim Têxtil, São Paulo Zona Leste, São Paulo",5.500
leste,64 m² construídos,"Rua Cantagalo, 570, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",5.500
leste,1 quarto,"Nao Informado, Parque Das Paineiras, São Paulo Zona Leste, São Paulo",750
leste,6 m² construídos1 quarto,"Amador Bueno Da Veiga 282, Penha De Franca, São Paulo Zona Leste, São Paulo",299
leste,47 m² construídos2 quartos,"Agrimensor Sugaya 1437, Itaquera, São Paulo Zona Leste, São Paulo",1.208
leste,65 m² construídos2 quartos,"Rua Capitão Ferraioulo 125, Vila Invernada, São Paulo Zona Leste, São Paulo",1.000
leste,49 m² construídos2 quartos,"Rua Agrimensor Sugaya, Colônia (zona Leste), São Paulo Zona Leste, São Paulo",835
leste,39 m² construídos2 quartos,"Rua Colonial Das Missoes, Itaquera, São Paulo Zona Leste, São Paulo",1.000
leste,110 m² construídos2 quartos,"Vila Zelina, São Paulo Zona Leste, São Paulo",2.000
leste,45 m² construídos1 quarto,"Equici 314, Vila Esperança, São Paulo Zona Leste, São Paulo",1.000
leste,6 m² construídos1 quarto,"Amador Bueno Da Veiga 282, Penha De Franca, São Paulo Zona Leste, São Paulo",299
leste,40 m² construídos2 quartos,"Rua Lourenço Xavier, Jardim Helena, São Paulo Zona Leste, São Paulo",1.000
leste,155 m² construídos2 quartos,"Vila Antonieta, São Paulo Zona Leste, São Paulo",1.580
leste,77 m² construídos2 quartos,"Avenida Regente Feijó, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.500
leste,"1,300 m² construídos","Rua Júlio Parigot, Vila Antonieta, São Paulo Zona Leste, São Paulo",18.000
leste,30 m² construídos,"Vila Moreira, São Paulo Zona Leste, São Paulo",1.500
leste,32 m² construídos,"Rua Dario Pozzo, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",700
leste,75 m² construídos3 quartos,"Vila Matilde, São Paulo Zona Leste, São Paulo",2.200
leste,125 m² construídos3 quartos,"São Miguel Paulista, São Paulo Zona Leste, São Paulo",1.800
leste,45 m² construídos2 quartos,"Rua Moisés Justino, 183, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.350
leste,92 m² construídos3 quartos,"Rua Atuai, Vila Esperança, São Paulo Zona Leste, São Paulo",2.700
leste,"1,200 m² construídos","Rua Júlio Parigot, Vila Antonieta, São Paulo Zona Leste, São Paulo",13.000
leste,115 m² construídos3 quartos,"Belenzinho, São Paulo Zona Leste, São Paulo",2.300
leste,300 m² construídos3 quartos,"Jardim Anália Franco, São Paulo Zona Leste, São Paulo",4.000
leste,157 m² construídos3 quartos,"Jardim Avelino, São Paulo Zona Leste, São Paulo",2.500
leste,70 m² construídos2 quartos,"Vila Prudente, São Paulo Zona Leste, São Paulo",1.900
leste,70 m² construídos3 quartos,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1.500
leste,79 m² construídos1 quarto,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2.800
leste,280 m² construídos,"Avenida Conselheiro Carrão,,
                549, Vila Carrão, São Paulo Zona Leste, São Paulo",8.500
leste,50 m² construídos,"Cangaíba, São Paulo Zona Leste, São Paulo",1.600
leste,70 m² totais2 quartos,"Chácara Seis De Outubro, São Paulo Zona Leste, São Paulo",1.900
leste,60 m² construídos2 quartos,"Jardim Colonial, São Paulo Zona Leste, São Paulo",1.069
leste,107 m² construídos3 quartos,"Rua Batista Fergusio, Vila Cardoso Franco, São Paulo Zona Leste, São Paulo",1.350
leste,"2,600 m² construídos","Vila Granada, São Paulo Zona Leste, São Paulo",55.000
leste,400 m² construídos,"Rua Astorga,
                430, Vila Guilhermina, São Paulo Zona Leste, São Paulo",30.000
leste,35 m² construídos1 quarto,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.440
leste,"1,320 m² totais","Rua Abadiânia, Vila Guilhermina, São Paulo Zona Leste, São Paulo",15.000
leste,100 m² construídos,"Belenzinho, São Paulo Zona Leste, São Paulo",3.500
leste,28 m² construídos1 quarto,"Catumbi, São Paulo Zona Leste, São Paulo",1.200
leste,40 m² construídos,"R. Vilela, 652, Vila Azevedo, São Paulo Zona Leste, São Paulo",2.750
leste,900 m² construídos,"Rua Engenheiro Manuel Osório, Vila Doutor Eiras, São Paulo Zona Leste, São Paulo",12.000
leste,57 m² construídos2 quartos,"Rua Maria Daffre, 155, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.000
leste,58 m² construídos2 quartos,"Avenida Aricanduva, Vila Califórnia, São Paulo Zona Leste, São Paulo",1.400
leste,210 m² construídos3 quartos,"José Manuel Martins, Itaquera, São Paulo Zona Leste, São Paulo",4.950
leste,60 m² construídos2 quartos,"Vila Mafra, São Paulo Zona Leste, São Paulo",1.700
leste,60 m² construídos2 quartos,"Rua Visconde De Balsemão, 191, Vila Mafra, São Paulo Zona Leste, São Paulo",1.900
leste,180 m² construídos3 quartos,"Jardim Avelino, São Paulo Zona Leste, São Paulo",4.000
leste,40 m² construídos1 quarto,"Rua Sebastião De Andrade, 258 - Vila Matilde, São Paulo - Sp, Brasil, Vila Matilde, São Paulo Zona Leste, São Paulo",600
leste,45 m² construídos2 quartos,"Rua Fioravante Lopes Garcia, Jardim Belém, São Paulo Zona Leste, São Paulo",1.100
leste,47 m² construídos2 quartos,"Vila Carmosina, São Paulo Zona Leste, São Paulo",2.000
leste,400 m² construídos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",10.000
leste,38 m² construídos,"Vila Prudente, São Paulo Zona Leste, São Paulo",1.200
leste,60 m² construídos2 quartos,"Rua Miranorte, Vila Taquari, São Paulo Zona Leste, São Paulo",1.300
leste,58 m² construídos2 quartos,"Avenida Waldemar Tietz, Cidade Líder, São Paulo Zona Leste, São Paulo",1.000
leste,40 m² construídos,"R. Vilela, 652, Vila Azevedo, São Paulo Zona Leste, São Paulo",2.750
leste,55 m² construídos2 quartos,"Rua Bispo Eugênio Demazemod, Vila Alpina, São Paulo Zona Leste, São Paulo",1.750
leste,25 m² construídos,"Penha De Franca, São Paulo Zona Leste, São Paulo",1.450
leste,30 m² construídos1 quarto,"Avenida Padres Olivetanos, Vila Esperança, São Paulo Zona Leste, São Paulo",1.220
leste,30 m² construídos1 quarto,"Vila Prudente, São Paulo Zona Leste, São Paulo",1.000
