zona,area_quartos,enderecos_lista,aluguel
sul,775 m² construídos3 quartos,"Rua Coronel Luís Alves, Vila Mariana, São Paulo Zona Sul, São Paulo",10.000
sul,66 m² construídos3 quartos,"Rua Francisco Justino De Azevedo, Aclimação, São Paulo Zona Sul, São Paulo",4.080
sul,188 m² construídos3 quartos,"Rua São Benedito, Santo Amaro, São Paulo Zona Sul, São Paulo",2.505
sul,61 m² construídos3 quartos,"Avenida Marginal Esquerda Anchieta, Vila Arapuã, São Paulo Zona Sul, São Paulo",1.050
sul,116 m² construídos2 quartos,"Rua Casa Do Ator, Vila Olímpia, São Paulo Zona Sul, São Paulo",6.000
sul,57 m² construídos2 quartos,"Rua Mercedes Salano Castineiras, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",1.260
sul,86 m² construídos3 quartos,"Rua Ingles De Sousa, Jardim Da Glória, São Paulo Zona Sul, São Paulo",3.000
sul,69 m² construídos2 quartos,"Rua Nossa Senhora Da Saúde, Vila Das Mercês, São Paulo Zona Sul, São Paulo",1.850
sul,70 m² construídos3 quartos,"Avenida Miguel Yunes, Usina Piratininga, São Paulo Zona Sul, São Paulo",3.957
sul,156 m² construídos3 quartos,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",14.000
sul,162 m² construídos3 quartos,"Alameda Jau, Jardim Paulista, São Paulo Zona Sul, São Paulo",4.966
sul,94 m² construídos3 quartos,"Alameda Dos Aicás, Indianópolis, São Paulo Zona Sul, São Paulo",4.400
sul,70 m² construídos3 quartos,"Alameda Dos Aicás, Indianópolis, São Paulo Zona Sul, São Paulo",2.000
sul,110 m² construídos3 quartos,"Rua Backer, Cambuci, São Paulo Zona Sul, São Paulo",2.600
sul,54 m² construídos2 quartos,"Avenida Yervant Kissajikian, Vila Constança, São Paulo Zona Sul, São Paulo",1.600
sul,42 m² construídos1 quarto,"Rua Frei Duarte Jorge De Mendonça, Vila Andrade, São Paulo Zona Sul, São Paulo",1.800
sul,38 m² construídos1 quarto,"Rua Francisco José Da Silva, Vila Andrade, São Paulo Zona Sul, São Paulo",1.400
sul,48 m² construídos1 quarto,"Rua Doutor Pinto Nazário, Jardim Vergueiro (sacomã), São Paulo Zona Sul, São Paulo",1.155
sul,69 m² construídos2 quartos,"Rua Marília, Jardim Paulista, São Paulo Zona Sul, São Paulo",3.800
sul,80 m² construídos2 quartos,"Alameda Dos Anapurus 1441, Indianópolis, São Paulo Zona Sul, São Paulo",3.200
sul,66 m² construídos2 quartos,"Rua Fagundes Dias, Saúde, São Paulo Zona Sul, São Paulo",2.000
sul,54 m² construídos1 quarto,"Rua Batataes, Jardim Paulista, São Paulo Zona Sul, São Paulo",5.000
sul,65 m² construídos2 quartos,"Rua Das Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.570
sul,98 m² construídos2 quartos,"Rua Pamplona, Jardim Paulista, São Paulo Zona Sul, São Paulo",4.200
sul,70 m² construídos1 quarto,"Rua Abrahão Mussa, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",1.155
sul,70 m² construídos1 quarto,"Rua Abrahão Mussa, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",1.100
sul,140 m² construídos2 quartos,"Alameda Jaú, Jardim Paulista, São Paulo Zona Sul, São Paulo",8.000
sul,63 m² construídos2 quartos,"Avenida Professor Francisco Morato, Vila Sônia, São Paulo Zona Sul, São Paulo",2.600
sul,30 m² construídos1 quarto,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",833
sul,60 m² construídos2 quartos,"Rua Coronel Luís Barroso, Santo Amaro, São Paulo Zona Sul, São Paulo",3.650
sul,52 m² construídos1 quarto,"Rua Diogo Jácome, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",4.000
sul,44 m² construídos1 quarto,"Alameda Dos Maracatins, Indianópolis, São Paulo Zona Sul, São Paulo",5.200
sul,50 m² construídos2 quartos,"Avenida Yervant Kissajikian, Jardim Marajoara, São Paulo Zona Sul, São Paulo",1.700
sul,90 m² construídos2 quartos,"Alameda Dos Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",5.000
sul,60 m² construídos2 quartos,"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo Zona Sul, São Paulo",1.976
sul,55 m² construídos1 quarto,"Avenida Eulália, Vila Fachini, São Paulo Zona Sul, São Paulo",990
sul,76 m² construídos2 quartos,"Rua Casa Do Ator, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.876
sul,21 m² construídos1 quarto,"Rua Humberto I, Vila Mariana, São Paulo Zona Sul, São Paulo",2.704
sul,90 m² construídos2 quartos,"Rua Padre José De Anchieta, Santo Amaro, São Paulo Zona Sul, São Paulo",4.360
sul,49 m² construídos1 quarto,"Rua Edson, Campo Belo, São Paulo Zona Sul, São Paulo",2.000
sul,45 m² construídos1 quarto,"Rua 0, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.600
sul,41 m² construídos2 quartos,"Rua Cantori, Vila Andrade, São Paulo Zona Sul, São Paulo",1.470
sul,40 m² construídos1 quarto,"Rua Doutor Guilherme Bannitz, Itaim Bibi, São Paulo Zona Sul, São Paulo",3.600
sul,86 m² construídos2 quartos,"Rua Guatapara, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",2.080
sul,80 m² construídos2 quartos,"Alameda Jurupis, Indianópolis, São Paulo Zona Sul, São Paulo",5.500
sul,130 m² construídos2 quartos,"Rua Boa Vizinhança, Vila Brasílio Machado, São Paulo Zona Sul, São Paulo",2.900
sul,70 m² construídos2 quartos,"Avenida Jurucê, Indianópolis, São Paulo Zona Sul, São Paulo",3.000
sul,45 m² construídos1 quarto,"Rua Viaza, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",2.250
sul,90 m² construídos2 quartos,"Rua Clodomiro Amazonas, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.000
sul,46 m² construídos1 quarto,"Rua Demóstenes, Campo Belo, São Paulo Zona Sul, São Paulo",2.400
sul,60 m² construídos2 quartos,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.980
sul,100 m² construídos2 quartos,"Rua Nelson Gama De Oliveira, Vila Andrade, São Paulo Zona Sul, São Paulo",3.000
sul,78 m² construídos3 quartos,"Rua Guaratuba, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",2.000
sul,72 m² construídos2 quartos,"Rua Geórgia, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2.080
sul,108 m² construídos3 quartos,"Rua Padre Guido Del Toro, Chácara Inglesa, São Paulo Zona Sul, São Paulo",1.800
sul,130 m² construídos3 quartos,"Avenida Juriti, Vila Uberabinha, São Paulo Zona Sul, São Paulo",6.500
sul,170 m² construídos3 quartos,"Rua Tapes, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",2.700
sul,233 m² construídos3 quartos,"Rua Conde De Porto Alegre, Campo Belo, São Paulo Zona Sul, São Paulo",15.000
sul,95 m² construídos1 quarto,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",5.200
sul,55 m² construídos2 quartos,"Rua Tabapuã, Itaim Bibi, São Paulo Zona Sul, São Paulo",2.392
sul,51 m² construídos2 quartos,"Rua Mauro, Saúde, São Paulo Zona Sul, São Paulo",1.872
sul,57 m² construídos2 quartos,"Avenida Miguel Estefno, Saúde, São Paulo Zona Sul, São Paulo",3.000
sul,101 m² construídos2 quartos,"Rua Doutor Guilherme Bannitz, Itaim Bibi, São Paulo Zona Sul, São Paulo",4.000
sul,51 m² construídos1 quarto,"Rua Doutor João Clímaco Pereira, Itaim Bibi, São Paulo Zona Sul, São Paulo",3.060
sul,55 m² construídos2 quartos,"Avenida Leonardo Da Vinci, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",1.750
sul,70 m² construídos2 quartos,"Rua Rosa Gaeta Lazara, Brooklin Paulista, São Paulo Zona Sul, São Paulo",6.000
sul,75 m² construídos1 quarto,"Avenida Moema, Moema, São Paulo Zona Sul, São Paulo",5.500
sul,73 m² construídos2 quartos,"Rua Vapabussu, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",4.000
sul,43 m² construídos1 quarto,"Rua Constantino De Sousa, Campo Belo, São Paulo Zona Sul, São Paulo",3.200
sul,55 m² construídos1 quarto,"Rua Henri Dunant, Santo Amaro, São Paulo Zona Sul, São Paulo",3.900
sul,65 m² construídos1 quarto,"Alameda Dos Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",2.392
sul,47 m² construídos2 quartos,"Rua Das Flechas, Vila Santa Catarina, São Paulo Zona Sul, São Paulo",3.700
sul,80 m² construídos1 quarto,"Avenida Santo Albano, Vila Vera, São Paulo Zona Sul, São Paulo",1.400
sul,65 m² construídos2 quartos,"Avenida Doutor Mário Vilas Boas Rodrigues, Jardim Dom Bosco, São Paulo Zona Sul, São Paulo",2.700
sul,74 m² construídos2 quartos,"Rua Tutóia, Vila Mariana, São Paulo Zona Sul, São Paulo",2.500
sul,155 m² construídos3 quartos,"Rua Tuim, Vila Uberabinha, São Paulo Zona Sul, São Paulo",11.000
sul,70 m² construídos2 quartos,"Rua Lacedemônia, Jardim Brasil (zona Sul), São Paulo Zona Sul, São Paulo",2.500
sul,47 m² construídos1 quarto,"Rua Professor Tamandare Toledo, Itaim Bibi, São Paulo Zona Sul, São Paulo",3.060
sul,65 m² construídos2 quartos,"Rua Danaides, Vila Anhangüera, São Paulo Zona Sul, São Paulo",2.288
sul,35 m² construídos1 quarto,"Avenida Vereador José Diniz, Santo Amaro, São Paulo Zona Sul, São Paulo",2.700
sul,60 m² construídos1 quarto,"Rua Pamplona, Jardim Paulista, São Paulo Zona Sul, São Paulo",2.800
sul,16 m² construídos1 quarto,"Rua Manoel Mateus, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",1.497
sul,180 m² construídos3 quartos,"Alameda Fernão Cardim, Jardim Paulista, São Paulo Zona Sul, São Paulo",10.000
sul,115 m² construídos3 quartos,"Rua José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",5.550
sul,42 m² construídos1 quarto,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",3.400
sul,128 m² construídos3 quartos,"Alameda Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",3.360
sul,50 m² construídos1 quarto,"Rua Professor José Leite E Oiticica, Vila Gertrudes, São Paulo Zona Sul, São Paulo",2.460
sul,110 m² construídos3 quartos,"Rua Belmiro De Almeida, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",3.400
sul,70 m² construídos2 quartos,"Avenida Cupecê, Jardim Prudência, São Paulo Zona Sul, São Paulo",2.800
sul,35 m² construídos1 quarto,"Rua Visconde De Inhaúma, Vila Da Saúde, São Paulo Zona Sul, São Paulo",2.850
sul,110 m² construídos2 quartos,"Rua Guararapes, Brooklin Paulista, São Paulo Zona Sul, São Paulo",6.000
sul,60 m² construídos3 quartos,"Rua Albuquerque Sousa Muniz, Vila Alexandria, São Paulo Zona Sul, São Paulo",1.700
sul,96 m² construídos2 quartos,"Rua José Ramon Urtiza, Vila Andrade, São Paulo Zona Sul, São Paulo",2.400
sul,58 m² construídos1 quarto,"Rua Aracuípe, Jardim Prudência, São Paulo Zona Sul, São Paulo",2.400
sul,105 m² construídos2 quartos,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",4.500
sul,45 m² construídos1 quarto,"Rua Jandiroba, Jardim Oriental, São Paulo Zona Sul, São Paulo",945
sul,39 m² construídos1 quarto,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",2.100
sul,108 m² construídos3 quartos,"Rua Barão Do Triunfo, Brooklin Paulista, São Paulo Zona Sul, São Paulo",3.570
sul,50 m² construídos1 quarto,"Rua Diogo Jácome, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",3.500
sul,62 m² construídos2 quartos,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",3.350
sul,90 m² construídos2 quartos,"Itu, Jardim Paulista, São Paulo Zona Sul, São Paulo",4.050
sul,33 m² construídos1 quarto,"Rua Henri Dunant, Santo Amaro, São Paulo Zona Sul, São Paulo",3.060
sul,140 m² construídos3 quartos,"Rua Teixeira Da Silva, Paraíso, São Paulo Zona Sul, São Paulo",3.500
sul,130 m² construídos3 quartos,"Avenida Jurema, Indianópolis, São Paulo Zona Sul, São Paulo",4.300
sul,94 m² construídos3 quartos,"Rua Rio Grande, Vila Mariana, São Paulo Zona Sul, São Paulo",3.700
sul,67 m² construídos2 quartos,"Rua José Benedito Salinas, Jardim Itapeva, São Paulo Zona Sul, São Paulo",2.000
sul,68 m² construídos2 quartos,"Rua Tutóia, Vila Mariana, São Paulo Zona Sul, São Paulo",3.654
sul,89 m² construídos3 quartos,"Rua Eça De Queiroz, Vila Mariana, São Paulo Zona Sul, São Paulo",3.200
sul,120 m² construídos2 quartos,"Rua Ernest Renan, Paraisópolis, São Paulo Zona Sul, São Paulo",2.200
sul,70 m² construídos2 quartos,"Rua Itapiru, Saúde, São Paulo Zona Sul, São Paulo",3.000
sul,260 m² construídos4 quartos,"Rua Domingos Augusto Setti, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",6.000
sul,90 m² construídos2 quartos,"Rua Paraguai, Jardim Paulista, São Paulo Zona Sul, São Paulo",6.000
sul,50 m² construídos1 quarto,"Rua Pamplona, Jardim Paulista, São Paulo Zona Sul, São Paulo",2.400
sul,59 m² construídos1 quarto,"Avenida Portugal, Brooklin Paulista, São Paulo Zona Sul, São Paulo",4.080
sul,59 m² construídos2 quartos,"Rua José Estevão De Magalhães, Vila Parque Jabaquara, São Paulo Zona Sul, São Paulo",1.695
sul,180 m² construídos4 quartos,"Rua Cosme Fonte Lira, Cupecê, São Paulo Zona Sul, São Paulo",4.080
sul,250 m² construídos3 quartos,"Rua Dona Eponina Afonseca, Granja Julieta, São Paulo Zona Sul, São Paulo",7.500
sul,43 m² construídos1 quarto,"Rua Professor Atílio Innocenti, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",3.000
sul,76 m² construídos3 quartos,"Rua Nova York, Brooklin Paulista, São Paulo Zona Sul, São Paulo",3.960
sul,140 m² construídos2 quartos,"Rua Oliveira Melo, Vila São José, São Paulo Zona Sul, São Paulo",1.800
sul,54 m² construídos2 quartos,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.264
sul,95 m² construídos2 quartos,"Rua Antônio Tavares, Cambuci, São Paulo Zona Sul, São Paulo",2.805
sul,35 m² construídos1 quarto,"Rua Do Lavapés, Cambuci, São Paulo Zona Sul, São Paulo",1.700
sul,100 m² construídos3 quartos,"Avenida Santo Amaro, Brooklin Paulista, São Paulo Zona Sul, São Paulo",3.060
sul,130 m² construídos2 quartos,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",11.800
sul,65 m² construídos1 quarto,"Rua Jacques Félix, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",3.876
sul,129 m² construídos2 quartos,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",8.000
sul,200 m² construídos4 quartos,"Rua Carlos Petit, Vila Mariana, São Paulo Zona Sul, São Paulo",3.314
sul,102 m² construídos3 quartos,"Rua Bandeira Paulista, Itaim Bibi, São Paulo Zona Sul, São Paulo",4.150
sul,74 m² construídos1 quarto,"Rua Jesuíno Arruda, Itaim Bibi, São Paulo Zona Sul, São Paulo",4.080
sul,90 m² construídos3 quartos,"Alameda Dos Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",4.000
sul,150 m² construídos3 quartos,"Avenida Professor Rubens Gomes De Souza, Jardim Cordeiro, São Paulo Zona Sul, São Paulo",3.600
sul,45 m² construídos1 quarto,"Alameda Jaú, Jardim Paulista, São Paulo Zona Sul, São Paulo",2.700
sul,179 m² construídos3 quartos,"Rua Francisco Malafáia, Cupecê, São Paulo Zona Sul, São Paulo",3.080
sul,36 m² construídos1 quarto,"Avenida Jandira, Indianópolis, São Paulo Zona Sul, São Paulo",2.300
sul,80 m² construídos2 quartos,"Rua Nossa Senhora Do Socorro, Socorro, São Paulo Zona Sul, São Paulo",2.062
sul,65 m² construídos1 quarto,"Alameda Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",2.350
sul,65 m² construídos2 quartos,"Rua Do Rocio, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.500
sul,65 m² construídos2 quartos,"Rua Juréia, Chácara Inglesa, São Paulo Zona Sul, São Paulo",1.800
sul,186 m² construídos3 quartos,"Avenida São Paulo Antigo, Real Parque, São Paulo Zona Sul, São Paulo",6.800
sul,80 m² construídos3 quartos,"Rua Breno Ferraz Do Amaral, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",3.000
sul,45 m² construídos1 quarto,"Rua Tenente Negrão, Itaim Bibi, São Paulo Zona Sul, São Paulo",3.350
sul,70 m² construídos2 quartos,"Avenida Senador Teotônio Vilela, Cidade Dutra, São Paulo Zona Sul, São Paulo",1.820
sul,92 m² construídos3 quartos,"Rua Bento Branco De Andrade Filho, Jardim Dom Bosco, São Paulo Zona Sul, São Paulo",3.650
sul,140 m² construídos3 quartos,"Rua Antônio De Macedo Soares, Campo Belo, São Paulo Zona Sul, São Paulo",4.500
sul,80 m² construídos3 quartos,"Rua Juvenal Viêira Da Silva, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",2.400
sul,150 m² construídos3 quartos,"Rua Batista Caetano, Aclimação, São Paulo Zona Sul, São Paulo",9.000
sul,63 m² construídos2 quartos,"Rua Nossa Senhora Das Mercês, Vila Das Mercês, São Paulo Zona Sul, São Paulo",1.870
sul,78 m² construídos3 quartos,"Rua Delegado Moraes Novaes, Vila Andrade, São Paulo Zona Sul, São Paulo",2.900
sul,62 m² construídos3 quartos,"Avenida Dos Ourives, Jardim São Savério, São Paulo Zona Sul, São Paulo",2.020
sul,64 m² construídos3 quartos,"Rua Sócrates, Vila Sofia, São Paulo Zona Sul, São Paulo",2.420
sul,50 m² construídos1 quarto,"Avenida Brigadeiro Luís Antônio, Jardim Paulista, São Paulo Zona Sul, São Paulo",1.768
sul,200 m² construídos3 quartos,"Avenida Açocê, Indianópolis, São Paulo Zona Sul, São Paulo",7.200
sul,60 m² construídos2 quartos,"Avenida Jacutinga, Indianópolis, São Paulo Zona Sul, São Paulo",3.170
sul,72 m² construídos2 quartos,"Rua Silva Bueno, Ipiranga, São Paulo Zona Sul, São Paulo",1.750
sul,105 m² construídos1 quarto,"Alameda Itu, Jardim Paulista, São Paulo Zona Sul, São Paulo",8.100
sul,36 m² construídos1 quarto,"Alameda Campinas, Jardim Paulista, São Paulo Zona Sul, São Paulo",2.600
sul,145 m² construídos3 quartos,"R. Nelson Gama De Oliveira - Vila Andrade, São Paulo - Sp, 05734-150, Brasil, Vila Andrade, São Paulo Zona Sul, São Paulo",3.900
sul,67 m² construídos3 quartos,"Visconde Da Luz, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",3.600
sul,261 m² construídos5 quartos,"Rua Iuru, Vila Andrade, São Paulo Zona Sul, São Paulo",14.750
sul,110 m² construídos3 quartos,"Rua Leonardo Cerveira Varandas, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",3.000
sul,140 m² construídos3 quartos,"Rua Doutor Nicolau De Sousa Queirós, Vila Mariana, São Paulo Zona Sul, São Paulo",4.200
sul,47 m² construídos2 quartos,"Rua Maracá, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",1.610
sul,36 m² construídos1 quarto,"Avenida Santo Amaro, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2.250
sul,104 m² construídos3 quartos,"Rua Professor Monjardino, Vila Sônia, São Paulo Zona Sul, São Paulo",4.600
sul,150 m² construídos2 quartos,"Rua José De Camargo, Vila Mariana, São Paulo Zona Sul, São Paulo",6.000
sul,120 m² construídos2 quartos,"Alameda Dos Jurupis, Indianópolis, São Paulo Zona Sul, São Paulo",9.000
sul,103 m² construídos3 quartos,"Alameda Casa Branca, Jardim Paulista, São Paulo Zona Sul, São Paulo",11.500
sul,80 m² construídos3 quartos,"Rua José Benedito Salinas, Jardim Itapeva, São Paulo Zona Sul, São Paulo",2.200
sul,55 m² construídos1 quarto,"Rua Doutor Paschoal Imperatriz, Vila Gertrudes, São Paulo Zona Sul, São Paulo",3.400
sul,172 m² construídos3 quartos,"Rua Visconde De Taunay, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",4.000
sul,57 m² construídos1 quarto,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",3.900
sul,64 m² construídos2 quartos,"Rua Desembargador Aragão, Vila Mariana, São Paulo Zona Sul, São Paulo",4.200
sul,35 m² construídos1 quarto,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",3.000
sul,67 m² construídos3 quartos,"Rua Coronel Francisco De Oliveira Simões, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",1.955
sul,94 m² construídos3 quartos,"Rua Coronel Oscar Porto, Paraíso, São Paulo Zona Sul, São Paulo",4.900
sul,130 m² construídos2 quartos,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",10.500
sul,290 m² construídos5 quartos,"Rua Luís De França Júnior, Vila Nova Caledônia, São Paulo Zona Sul, São Paulo",13.000
sul,170 m² construídos4 quartos,"Avenida Jules Rimet, Jardim Leonor, São Paulo Zona Sul, São Paulo",3.270
sul,140 m² construídos2 quartos,"Rua Visconde De Guaratiba, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",2.020
sul,30 m² construídos1 quarto,"Rua Apeninos, Aclimação, São Paulo Zona Sul, São Paulo",2.500
sul,108 m² construídos3 quartos,"Avenida Macuco 240, Indianópolis, São Paulo Zona Sul, São Paulo",3.500
sul,37 m² construídos2 quartos,"Rua Bertioga, Chácara Inglesa, São Paulo Zona Sul, São Paulo",2.120
sul,350 m² construídos3 quartos,"Largo Senador Raul Cardoso, Vila Clementino, São Paulo Zona Sul, São Paulo",7.000
sul,110 m² construídos3 quartos,"Rua Brasília, Itaim Bibi, São Paulo Zona Sul, São Paulo",4.500
sul,150 m² construídos2 quartos,"Rua Vigário Albernaz, Vila Gumercindo, São Paulo Zona Sul, São Paulo",4.000
sul,80 m² construídos2 quartos,"Rua Conde De Itu, Jardim Santo Amaro, São Paulo Zona Sul, São Paulo",3.460
sul,468 m² construídos4 quartos,"Rua Iraúna, Jardim Novo Mundo, São Paulo Zona Sul, São Paulo",15.000
sul,69 m² construídos2 quartos,"Rua Dos Tapes, Cambuci, São Paulo Zona Sul, São Paulo",2.200
sul,100 m² construídos3 quartos,"Rua Urussuí, Itaim Bibi, São Paulo Zona Sul, São Paulo",4.200
sul,50 m² construídos1 quarto,"Rua Joel Carlos Borges, Chácara Itaim, São Paulo Zona Sul, São Paulo",2.260
sul,47 m² construídos2 quartos,"Rua Vergueiro, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",1.800
sul,65 m² construídos3 quartos,"Rua Maria Bucalem Haddad, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",1.850
sul,69 m² construídos3 quartos,"Rua Gaspar Fernandes, Vila Monumento, São Paulo Zona Sul, São Paulo",2.000
sul,105 m² construídos3 quartos,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",4.500
sul,240 m² construídos3 quartos,"Rua Oscar Pereira Da Silva, Itaim Bibi, São Paulo Zona Sul, São Paulo",14.530
sul,60 m² construídos2 quartos,"Rua Pascal, Campo Belo, São Paulo Zona Sul, São Paulo",4.100
sul,115 m² construídos3 quartos,"Avenida Barão De Campos Gerais, Real Parque, São Paulo Zona Sul, São Paulo",3.000
sul,50 m² construídos3 quartos,"Estrada Das Lágrimas, São João Climaco, São Paulo Zona Sul, São Paulo",1.920
sul,81 m² construídos2 quartos,"Rua Universal, Cantinho Do Céu, São Paulo Zona Sul, São Paulo",1.522
sul,78 m² construídos2 quartos,"Rua Bagé, Vila Mariana, São Paulo Zona Sul, São Paulo",3.960
sul,100 m² construídos2 quartos,"Rua Doutor Ivo Define Frasca, Vila Olímpia, São Paulo Zona Sul, São Paulo",4.500
sul,68 m² construídos2 quartos,"Avenida Itaboraí, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",2.320
sul,52 m² construídos2 quartos,"Avenida Fagundes Filho, Vila Monte Alegre, São Paulo Zona Sul, São Paulo",2.320
sul,38 m² construídos1 quarto,"Rua Pedroso Alvarenga, Itaim Bibi, São Paulo Zona Sul, São Paulo",2.970
sul,65 m² construídos2 quartos,"Avenida Itaboraí, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",2.900
sul,110 m² construídos3 quartos,"Rua Peixoto Gomide, Jardim Paulista, São Paulo Zona Sul, São Paulo",2.750
sul,225 m² construídos3 quartos,"Rua Américo Alves Pereira Filho, Morumbi, São Paulo Zona Sul, São Paulo",6.340
sul,180 m² construídos4 quartos,"Avenida Pedro Bueno, Jabaquara, São Paulo Zona Sul, São Paulo",3.170
sul,65 m² construídos2 quartos,"Rua Vieira De Morais, Campo Belo, São Paulo Zona Sul, São Paulo",3.170
sul,70 m² construídos2 quartos,"Rua Heitor Peixoto, Cambuci, São Paulo Zona Sul, São Paulo",5.000
sul,240 m² construídos3 quartos,"Rua José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",10.000
sul,71 m² construídos2 quartos,"Rua Abílio Soares, Paraíso, São Paulo Zona Sul, São Paulo",7.000
sul,60 m² construídos2 quartos,"Rua Batataes, Jardim Paulista, São Paulo Zona Sul, São Paulo",4.200
sul,28 m² construídos1 quarto,"Dona Ana Nery 569, Cambuci, São Paulo Zona Sul, São Paulo",1.100
sul,100 m² construídos3 quartos,"Rua Dona Ana Nery 569, Cambuci, São Paulo Zona Sul, São Paulo",2.000
leste,100 m² construídos3 quartos,"Rua Acariabu 38, Vila Nova York, São Paulo Zona Leste, São Paulo",1.600
leste,35 m² construídos1 quarto,"Rua Maciel Filho, Jardim Danfer, São Paulo Zona Leste, São Paulo",700
leste,60 m² construídos2 quartos,"Rua Manuel De Mattos Godinho, Jardim Matarazzo, São Paulo Zona Leste, São Paulo",800
leste,70 m² construídos2 quartos,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",1.300
leste,27 m² construídos1 quarto,"Rua Condado Do Norte, Jardim Fernandes, São Paulo Zona Leste, São Paulo",700
leste,44 m² construídos2 quartos,"Vila Ema, São Paulo Zona Leste, São Paulo",1.300
leste,46 m² construídos2 quartos,"Cidade Patriarca, São Paulo Zona Leste, São Paulo",1.350
leste,72 m² construídos2 quartos,"Rua São Diogo, Vila Araguaia, São Paulo Zona Leste, São Paulo",1.730
leste,50 m² construídos2 quartos,"Moóca, São Paulo Zona Leste, São Paulo",1.400
leste,50 m² construídos,"Alto Da Mooca, São Paulo Zona Leste, São Paulo",1.650
leste,100 m² construídos3 quartos,"Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",2.900
leste,78 m² construídos3 quartos,"Moóca, São Paulo Zona Leste, São Paulo",2.400
leste,315 m² construídos,"Moóca, São Paulo Zona Leste, São Paulo",12.000
leste,350 m² construídos,"Rua Dentista Barreto,
                313, Vila Carrão, São Paulo Zona Leste, São Paulo",9.000
leste,50 m² construídos2 quartos,"Rua Doutor João Gualberto De Oliveira, Vila Santana, São Paulo Zona Leste, São Paulo",1.050
leste,127 m² construídos3 quartos,"Moóca, São Paulo Zona Leste, São Paulo",3.000
leste,85 m² construídos3 quartos,"Vila Bertioga, São Paulo Zona Leste, São Paulo",2.500
